3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
2,11,0,13,0,0,3,4,0,3,4,0,0,0,0,0,13,0,12,7
2,0,11,13,0,0,2,7,0,2,7,0,0,0,0,0,13,0,0,7
2,11,0,13,0,0,2,7,0,2,7,0,0,0,0,0,13,0,0,7
2,0,11,13,0,0,6,5,0,6,7,0,0,0,0,0,13,0,0,7
2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7
2,0,11,13,0,0,3,4,0,3,4,0,0,0,0,0,13,0,0,7
2,11,0,13,0,0,2,7,0,2,7,0,0,0,0,0,13,0,0,7
2,0,11,13,0,0,2,7,0,2,7,0,0,0,0,0,13,0,0,7
2,11,0,13,0,0,2,7,0,2,7,0,0,0,0,0,13,0,0,7
2,0,11,13,0,0,6,5,0,6,5,0,0,0,0,0,0,0,0,7
6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5
